# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Dec 17 16:28:38 2017
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
#
rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec
1296,Kepler-1254,c,19h00m41.60s,285.173326,+48d46m12.2s,48.770042
1297,Kepler-1254,d,19h00m41.60s,285.173326,+48d46m12.2s,48.770042
1298,Kepler-1255,b,19h40m57.43s,295.239275,+42d43m35.3s,42.726479
1299,Kepler-1256,b,19h25m53.83s,291.474304,+44d41m00.7s,44.683514
1300,Kepler-1257,b,19h44m18.16s,296.075676,+45d37m37.4s,45.627056
1301,Kepler-1258,b,19h01m37.19s,285.404941,+49d59m41.1s,49.994747
1302,Kepler-1259,b,19h51m21.96s,297.841489,+46d58m03.7s,46.967682
1303,Kepler-126,b,19h17m23.35s,289.347291,+44d12m30.8s,44.208553
1304,Kepler-126,c,19h17m23.35s,289.347291,+44d12m30.8s,44.208553
1305,Kepler-126,d,19h17m23.35s,289.347291,+44d12m30.8s,44.208553
1306,Kepler-1260,b,19h42m21.90s,295.591254,+42d33m18.9s,42.555241
1307,Kepler-1261,b,19h00m55.79s,285.232450,+48d48m24.2s,48.806721
1308,Kepler-1262,b,19h15m05.24s,288.771814,+42d12m47.6s,42.213219
1309,Kepler-1263,b,19h05m56.08s,286.483651,+46d45m09.4s,46.752617
1310,Kepler-1264,b,19h19m32.25s,289.884378,+45d12m41.4s,45.211502
1311,Kepler-1265,b,18h58m20.59s,284.585789,+47d04m46.3s,47.079533
1312,Kepler-1266,b,19h03m28.63s,285.869287,+42d43m41.1s,42.728096
1313,Kepler-1267,b,19h56m40.69s,299.169533,+43d26m27.9s,43.441094
1314,Kepler-1268,b,19h11m21.24s,287.838481,+43d09m11.6s,43.153236
1315,Kepler-1269,b,19h11m13.34s,287.805581,+45d20m26.0s,45.340549
1316,Kepler-127,b,19h00m45.60s,285.189985,+46d01m40.7s,46.027962
1317,Kepler-127,c,19h00m45.60s,285.189985,+46d01m40.7s,46.027962
1318,Kepler-127,d,19h00m45.60s,285.189985,+46d01m40.7s,46.027962
1319,Kepler-1270,b,19h06m51.75s,286.715634,+48d38m43.0s,48.645279
1320,Kepler-1271,b,19h05m22.63s,286.344287,+37d24m43.1s,37.411973
1321,Kepler-1272,b,19h00m52.76s,285.219843,+38d48m21.2s,38.805878
1322,Kepler-1273,b,19h03m12.77s,285.803226,+44d52m24.3s,44.873428
1323,Kepler-1274,b,18h58m22.49s,284.593715,+46d26m59.2s,46.449776
1324,Kepler-1275,b,19h34m00.12s,293.500497,+44d55m56.8s,44.932457
1325,Kepler-1276,b,19h11m25.68s,287.857010,+40d32m49.9s,40.547181
1326,Kepler-1277,b,19h40m24.58s,295.102413,+40d34m20.6s,40.572396
1327,Kepler-1278,b,18h51m49.66s,282.956935,+42d49m32.2s,42.825619
1328,Kepler-1279,b,19h12m22.95s,288.095635,+40d21m57.5s,40.365964
1329,Kepler-128,b,18h49m58.13s,282.492224,+43d58m48.8s,43.980213
1330,Kepler-128,c,18h49m58.13s,282.492224,+43d58m48.8s,43.980213
1331,Kepler-1280,b,19h34m17.74s,293.573935,+45d23m04.3s,45.384541
1332,Kepler-1281,b,19h41m25.07s,295.354457,+48d30m55.5s,48.515404
1333,Kepler-1282,b,19h20m42.28s,290.176173,+46d41m54.0s,46.698338
1334,Kepler-1283,b,19h41m50.96s,295.462337,+40d46m37.1s,40.776969
1335,Kepler-1284,b,19h25m06.96s,291.279002,+47d41m15.5s,47.687649
1336,Kepler-1285,b,18h47m20.49s,281.835355,+44d09m21.3s,44.155926
1337,Kepler-1286,b,18h41m02.01s,280.258382,+43d50m08.8s,43.835766
1338,Kepler-1287,b,19h16m32.32s,289.134661,+47d03m46.8s,47.062996
1339,Kepler-1288,b,19h02m51.24s,285.713488,+41d36m21.1s,41.605873
1340,Kepler-1289,b,19h45m33.31s,296.388807,+41d02m26.1s,41.040571
1341,Kepler-129,b,19h01m14.71s,285.311284,+47d50m54.9s,47.848595
1342,Kepler-129,c,19h01m14.71s,285.311284,+47d50m54.9s,47.848595
1343,Kepler-1290,b,19h22m44.46s,290.685249,+43d51m34.7s,43.859638
1344,Kepler-1291,b,19h17m30.49s,289.377032,+40d00m04.1s,40.001151
1345,Kepler-1292,b,18h59m37.37s,284.905720,+43d56m57.0s,43.949169
1346,Kepler-1293,b,19h20m06.22s,290.025921,+48d20m09.4s,48.335949
1347,Kepler-1294,b,19h25m04.34s,291.268101,+44d29m17.5s,44.488194
1348,Kepler-1295,b,19h25m35.49s,291.397864,+45d35m18.8s,45.588559
1349,Kepler-1296,b,19h28m30.05s,292.125189,+41d24m28.1s,41.407814
1350,Kepler-1297,b,19h19m49.56s,289.956501,+47d01m13.4s,47.020393
1351,Kepler-1298,b,18h57m41.46s,284.422735,+49d06m22.4s,49.106224
1352,Kepler-1299,b,19h04m36.04s,286.150155,+37d24m41.0s,37.411377
1353,Kepler-130,b,19h13m48.16s,288.450665,+40d14m43.1s,40.245305
1354,Kepler-130,c,19h13m48.16s,288.450665,+40d14m43.1s,40.245305
1355,Kepler-130,d,19h13m48.16s,288.450665,+40d14m43.1s,40.245305
1356,Kepler-1300,b,19h16m07.93s,289.033022,+40d05m12.8s,40.086887
1357,Kepler-1301,b,19h06m25.00s,286.604183,+42d26m25.1s,42.440319
1358,Kepler-1302,b,19h23m57.42s,290.989241,+50d18m29.0s,50.308060
1359,Kepler-1303,b,18h57m08.92s,284.287156,+42d21m20.2s,42.355614
1360,Kepler-1304,b,19h01m06.34s,285.276428,+39d26m48.9s,39.446916
1361,Kepler-1305,b,19h49m21.47s,297.339446,+46d20m50.1s,46.347252
1362,Kepler-1306,b,19h37m54.80s,294.478341,+46d56m45.1s,46.945862
1363,Kepler-1307,b,19h31m28.76s,292.869840,+46d44m30.7s,46.741859
1364,Kepler-1308,b,19h03m42.94s,285.928896,+38d31m15.5s,38.520962
1365,Kepler-1309,b,19h54m56.46s,298.735235,+40d45m51.0s,40.764155
1366,Kepler-131,b,19h14m07.40s,288.530825,+40d56m32.3s,40.942304
1367,Kepler-131,c,19h14m07.40s,288.530825,+40d56m32.3s,40.942304
1368,Kepler-1310,b,18h55m40.81s,283.920035,+40d44m24.4s,40.740123
1369,Kepler-1311,b,19h18m36.30s,289.651263,+43d49m27.9s,43.824417
1370,Kepler-1311,c,19h18m36.30s,289.651263,+43d49m27.9s,43.824417
1371,Kepler-1312,b,19h31m53.10s,292.971241,+41d02m08.8s,41.035764
1372,Kepler-1313,b,19h29m33.25s,292.388546,+42d13m59.7s,42.233261
1373,Kepler-1314,b,19h36m57.11s,294.237938,+45d11m50.4s,45.197322
1374,Kepler-1315,b,19h43m17.15s,295.821448,+46d03m10.9s,46.053029
1375,Kepler-1316,b,19h55m20.61s,298.835871,+40d17m35.3s,40.293136
1376,Kepler-1317,b,19h26m26.85s,291.611881,+42d06m57.5s,42.115971
1377,Kepler-1318,b,19h21m30.32s,290.376313,+41d09m02.7s,41.150741
1378,Kepler-1319,b,19h23m49.46s,290.956068,+49d21m58.7s,49.366306
1379,Kepler-132,b,18h52m56.59s,283.235810,+41d20m34.9s,41.343037
1380,Kepler-132,c,18h52m56.59s,283.235810,+41d20m34.9s,41.343037
1381,Kepler-132,d,18h52m56.59s,283.235810,+41d20m34.9s,41.343037
1382,Kepler-132,e,18h52m56.59s,283.235810,+41d20m34.9s,41.343037
1383,Kepler-1320,b,19h13m44.06s,288.433591,+40d22m51.2s,40.380875
1384,Kepler-1321,b,19h38m06.86s,294.528593,+46d38m27.5s,46.640962
1385,Kepler-1321,c,19h38m06.86s,294.528593,+46d38m27.5s,46.640962
1386,Kepler-1322,b,19h32m49.09s,293.204521,+45d26m07.4s,45.435402
1387,Kepler-1323,b,19h31m29.35s,292.872284,+46d05m56.0s,46.098885
1388,Kepler-1324,b,19h24m44.39s,291.184970,+40d18m40.4s,40.311214
1389,Kepler-1325,b,19h00m04.13s,285.017227,+42d05m07.4s,42.085384
1390,Kepler-1326,b,19h44m53.31s,296.222144,+39d16m08.2s,39.268958
1391,Kepler-1327,b,19h16m15.57s,289.064869,+50d27m39.5s,50.460976
1392,Kepler-1328,b,18h58m42.09s,284.675388,+44d25m04.0s,44.417770
1393,Kepler-1329,b,18h46m35.46s,281.647742,+48d16m15.8s,48.271046
1394,Kepler-133,b,19h49m06.71s,297.277976,+48d19m13.2s,48.320328
1395,Kepler-133,c,19h49m06.71s,297.277976,+48d19m13.2s,48.320328
1396,Kepler-1330,b,19h22m18.42s,290.576737,+39d57m24.8s,39.956893
1397,Kepler-1331,b,19h48m17.71s,297.073789,+41d13m28.1s,41.224480
1398,Kepler-1332,b,19h24m06.86s,291.028590,+43d54m49.2s,43.913673
1399,Kepler-1333,b,19h34m06.61s,293.527561,+41d06m41.2s,41.111437
1400,Kepler-1334,b,19h17m14.76s,289.311480,+51d19m15.1s,51.320866
1401,Kepler-1335,b,18h59m21.22s,284.838408,+42d04m13.6s,42.070431
1402,Kepler-1336,b,19h45m06.65s,296.277711,+46d53m59.5s,46.899857
1403,Kepler-1336,c,19h45m06.65s,296.277711,+46d53m59.5s,46.899857
1404,Kepler-1337,b,19h08m02.18s,287.009098,+46d47m46.0s,46.796101
1405,Kepler-1338,b,18h56m10.16s,284.042335,+41d41m56.9s,41.699139
1406,Kepler-1339,b,18h54m58.99s,283.745794,+48d22m24.2s,48.373394
1407,Kepler-134,b,18h58m57.36s,284.739001,+49d35m54.2s,49.598396
1408,Kepler-134,c,18h58m57.36s,284.739001,+49d35m54.2s,49.598396
1409,Kepler-1340,b,19h44m55.87s,296.232807,+42d28m22.0s,42.472790
1410,Kepler-1341,b,18h42m02.82s,280.511769,+44d09m33.7s,44.159351
1411,Kepler-1342,b,19h48m04.82s,297.020069,+43d25m57.2s,43.432549
1412,Kepler-1343,b,19h37m10.69s,294.294533,+50d43m31.4s,50.725376
1413,Kepler-1344,b,19h08m20.71s,287.086297,+46d56m44.9s,46.945816
1414,Kepler-1345,b,19h29m54.71s,292.477965,+46d01m22.2s,46.022835
1415,Kepler-1346,b,19h27m21.91s,291.841308,+45d10m45.0s,45.179176
1416,Kepler-1347,b,19h58m38.31s,299.659605,+40d50m37.9s,40.843853
1417,Kepler-1348,b,19h28m20.99s,292.087460,+49d47m19.6s,49.788765
1418,Kepler-1349,b,19h05m21.21s,286.338369,+48d44m38.8s,48.744099
1419,Kepler-135,b,19h21m58.83s,290.495129,+38d47m43.7s,38.795481
1420,Kepler-135,c,19h21m58.83s,290.495129,+38d47m43.7s,38.795481
1421,Kepler-1350,b,19h13m00.14s,288.250582,+46d40m46.6s,46.679602
1422,Kepler-1350,c,19h13m00.14s,288.250582,+46d40m46.6s,46.679602
1423,Kepler-1351,b,19h34m26.09s,293.608720,+42d11m51.6s,42.197678
1424,Kepler-1352,b,19h22m46.50s,290.693736,+48d42m05.3s,48.701477
1425,Kepler-1353,b,19h42m56.48s,295.735335,+42d34m34.5s,42.576252
1426,Kepler-1354,b,19h24m58.84s,291.245187,+37d45m32.6s,37.759052
1427,Kepler-1355,b,18h54m57.94s,283.741416,+49d04m04.7s,49.067978
1428,Kepler-1356,b,19h23m58.88s,290.995346,+43d14m38.2s,43.243938
1429,Kepler-1357,b,19h26m11.54s,291.548094,+50d21m11.9s,50.353313
1430,Kepler-1358,b,19h04m40.93s,286.170543,+43d00m32.1s,43.008911
1431,Kepler-1359,b,19h18m09.32s,289.538819,+41d53m34.2s,41.892825
1432,Kepler-136,b,19h45m52.16s,296.467314,+42d35m55.6s,42.598771
1433,Kepler-136,c,19h45m52.16s,296.467314,+42d35m55.6s,42.598771
1434,Kepler-1360,b,20h01m22.58s,300.344076,+45d37m23.6s,45.623219
1435,Kepler-1361,b,18h54m15.68s,283.565314,+46d54m15.3s,46.904255
1436,Kepler-1362,b,19h14m09.25s,288.538542,+40d52m37.6s,40.877113
1437,Kepler-1363,b,19h47m59.17s,296.996558,+49d15m23.1s,49.256413
1438,Kepler-1364,b,19h40m36.53s,295.152201,+49d35m15.4s,49.587605
1439,Kepler-1365,b,19h28m47.93s,292.199710,+42d02m45.9s,42.046089
1440,Kepler-1365,c,19h28m47.93s,292.199710,+42d02m45.9s,42.046089
1441,Kepler-1366,b,19h00m15.58s,285.064914,+41d33m17.5s,41.554874
1442,Kepler-1367,b,19h13m39.97s,288.416528,+47d52m43.4s,47.878731
1443,Kepler-1368,b,19h39m04.08s,294.766985,+41d38m40.8s,41.644680
1444,Kepler-1369,b,19h03m11.34s,285.797234,+40d56m10.3s,40.936186
1445,Kepler-137,b,18h48m32.53s,282.135534,+43d02m20.8s,43.039101
1446,Kepler-137,c,18h48m32.53s,282.135534,+43d02m20.8s,43.039101
1447,Kepler-1370,b,18h58m15.76s,284.565675,+41d46m42.5s,41.778484
1448,Kepler-1370,c,18h58m15.76s,284.565675,+41d46m42.5s,41.778484
1449,Kepler-1371,b,19h15m19.53s,288.831383,+47d33m07.2s,47.551994
1450,Kepler-1371,c,19h15m19.53s,288.831383,+47d33m07.2s,47.551994
1451,Kepler-1372,b,19h15m32.79s,288.886635,+44d50m22.4s,44.839550
1452,Kepler-1373,b,19h03m00.49s,285.752049,+39d14m57.1s,39.249205
1453,Kepler-1374,b,19h25m24.00s,291.349983,+45d10m20.2s,45.172267
1454,Kepler-1375,b,19h45m10.45s,296.293558,+43d24m11.8s,43.403267
1455,Kepler-1376,b,19h07m50.02s,286.958437,+42d32m29.0s,42.541386
1456,Kepler-1377,b,19h16m46.91s,289.195458,+46d39m06.1s,46.651703
1457,Kepler-1378,b,19h49m29.60s,297.373313,+40d21m59.0s,40.366398
1458,Kepler-1379,b,19h34m40.91s,293.670471,+41d24m36.9s,41.410248
1459,Kepler-138,b,19h21m31.57s,290.381547,+43d17m34.7s,43.292973
1460,Kepler-138,c,19h21m31.57s,290.381547,+43d17m34.7s,43.292973
1461,Kepler-138,d,19h21m31.57s,290.381547,+43d17m34.7s,43.292973
1462,Kepler-1380,b,19h12m27.85s,288.116053,+42d26m25.5s,42.440422
1463,Kepler-1381,b,19h10m08.58s,287.535764,+48d43m40.0s,48.727791
1464,Kepler-1382,b,19h41m30.57s,295.377379,+39d02m52.9s,39.048031
1465,Kepler-1383,b,19h51m46.75s,297.944779,+42d11m30.8s,42.191882
1466,Kepler-1384,b,19h44m51.64s,296.215166,+39d31m37.4s,39.527049
1467,Kepler-1385,b,18h50m31.53s,282.631369,+46d28m52.0s,46.481106
1468,Kepler-1386,b,18h43m17.61s,280.823394,+42d38m09.8s,42.636056
1469,Kepler-1387,b,19h29m45.70s,292.440396,+43d12m34.0s,43.209431
1470,Kepler-1388,b,18h53m20.65s,283.336040,+47d10m28.3s,47.174535
1471,Kepler-1388,c,18h53m20.65s,283.336040,+47d10m28.3s,47.174535
1472,Kepler-1388,d,18h53m20.65s,283.336040,+47d10m28.3s,47.174535
1473,Kepler-1388,e,18h53m20.65s,283.336040,+47d10m28.3s,47.174535
1474,Kepler-1389,b,19h02m52.18s,285.717427,+44d45m30.3s,44.758423
1475,Kepler-139,b,18h49m34.07s,282.391957,+43d53m21.7s,43.889351
1476,Kepler-139,c,18h49m34.07s,282.391957,+43d53m21.7s,43.889351
1477,Kepler-1390,b,19h54m38.96s,298.662345,+48d14m55.6s,48.248764
1478,Kepler-1391,b,19h39m19.45s,294.831023,+46d39m34.5s,46.659592
1479,Kepler-1392,b,19h15m04.07s,288.766976,+46d23m39.9s,46.394424
1480,Kepler-1393,b,18h57m50.27s,284.459458,+40d08m33.2s,40.142553
1481,Kepler-1394,b,18h53m48.77s,283.453200,+45d05m02.9s,45.084141
1482,Kepler-1395,b,19h29m21.01s,292.337551,+47d39m51.1s,47.664200
1483,Kepler-1396,b,19h37m20.75s,294.336468,+44d55m05.9s,44.918293
1484,Kepler-1397,b,19h58m42.21s,299.675859,+47d04m33.0s,47.075844
1485,Kepler-1398,b,19h39m27.88s,294.866185,+48d38m20.3s,48.638985
1486,Kepler-1398,c,19h39m27.88s,294.866185,+48d38m20.3s,48.638985
1487,Kepler-1399,b,19h33m14.80s,293.311681,+46d02m30.2s,46.041714
1488,Kepler-14,b,19h10m50.12s,287.708814,+47d19m59.0s,47.333050
1489,Kepler-140,b,19h09m28.67s,287.369468,+46d46m05.6s,46.768213
1490,Kepler-140,c,19h09m28.67s,287.369468,+46d46m05.6s,46.768213
1491,Kepler-1400,b,19h05m05.20s,286.271652,+45d26m26.9s,45.440807
1492,Kepler-1401,b,19h09m51.85s,287.466042,+40d45m30.4s,40.758452
1493,Kepler-1402,b,19h27m23.48s,291.847824,+48d58m05.3s,48.968132
1494,Kepler-1403,b,19h23m28.25s,290.867707,+38d57m36.4s,38.960119
1495,Kepler-1404,b,19h44m02.26s,296.009430,+50d29m54.2s,50.498386
1496,Kepler-1405,b,19h42m44.36s,295.684842,+39d15m22.1s,39.256142
1497,Kepler-1406,b,19h28m19.65s,292.081863,+38d54m54.1s,38.915023
1498,Kepler-1407,b,18h55m46.18s,283.942432,+41d28m17.8s,41.471600
1499,Kepler-1408,b,18h50m47.99s,282.699942,+45d25m32.8s,45.425770
1500,Kepler-1409,b,19h20m20.35s,290.084786,+51d12m31.0s,51.208603
1501,Kepler-141,b,19h51m53.02s,297.970897,+47d43m54.0s,47.731678
1502,Kepler-141,c,19h51m53.02s,297.970897,+47d43m54.0s,47.731678
1503,Kepler-1410,b,19h22m02.45s,290.510198,+38d44m36.8s,38.743544
1504,Kepler-1411,b,19h05m26.78s,286.361579,+42d57m50.1s,42.963924
1505,Kepler-1412,b,19h28m43.23s,292.180120,+49d12m08.9s,49.202480
1506,Kepler-1413,b,19h37m22.00s,294.341649,+46d29m55.6s,46.498767
1507,Kepler-1414,b,18h59m42.86s,284.928580,+42d25m20.3s,42.422310
1508,Kepler-1415,b,19h00m37.66s,285.156913,+47d52m24.0s,47.873333
1509,Kepler-1416,b,19h54m39.23s,298.663468,+43d53m38.7s,43.894073
1510,Kepler-1417,b,19h23m47.97s,290.949888,+40d36m18.8s,40.605215
1511,Kepler-1418,b,18h51m59.39s,282.997478,+41d40m42.8s,41.678551
1512,Kepler-1419,b,19h29m01.11s,292.254635,+37d58m17.1s,37.971420
1513,Kepler-142,b,19h40m28.54s,295.118899,+48d28m52.6s,48.481281
1514,Kepler-142,c,19h40m28.54s,295.118899,+48d28m52.6s,48.481281
1515,Kepler-142,d,19h40m28.54s,295.118899,+48d28m52.6s,48.481281
1516,Kepler-1420,b,19h44m48.91s,296.203810,+42d46m40.2s,42.777832
1517,Kepler-1421,b,19h06m19.34s,286.580592,+48d32m39.1s,48.544197
1518,Kepler-1422,b,19h35m33.64s,293.890178,+48d20m10.0s,48.336121
1519,Kepler-1423,b,19h12m58.51s,288.243782,+41d06m36.3s,41.110081
1520,Kepler-1424,b,19h23m58.00s,290.991665,+40d13m45.6s,40.229320
1521,Kepler-1425,b,19h39m48.25s,294.951036,+43d00m44.8s,43.012436
1522,Kepler-1426,b,19h30m10.98s,292.545764,+49d25m01.1s,49.416973
1523,Kepler-1427,b,19h41m23.92s,295.349667,+45d06m52.4s,45.114548
1524,Kepler-1428,b,19h50m34.14s,297.642262,+49d35m41.9s,49.594978
1525,Kepler-1429,b,19h01m27.90s,285.366245,+49d02m41.5s,49.044868
1526,Kepler-143,b,19h52m16.25s,298.067706,+49d24m45.4s,49.412605
1527,Kepler-143,c,19h52m16.25s,298.067706,+49d24m45.4s,49.412605
1528,Kepler-1430,b,19h18m47.40s,289.697494,+43d22m19.5s,43.372093
1529,Kepler-1431,b,19h30m38.01s,292.658395,+49d51m54.7s,49.865192
1530,Kepler-1432,b,19h42m05.80s,295.524175,+49d49m46.4s,49.829548
1531,Kepler-1433,b,19h09m27.19s,287.363299,+49d27m24.8s,49.456890
1532,Kepler-1434,b,19h42m09.21s,295.538380,+51d12m10.6s,51.202957
1533,Kepler-1435,b,19h24m41.59s,291.173299,+44d55m16.1s,44.921131
1534,Kepler-1436,b,19h50m50.78s,297.711565,+46d46m04.9s,46.768021
1535,Kepler-1437,b,19h27m27.58s,291.864930,+49d19m33.3s,49.325920
1536,Kepler-1438,b,19h17m09.55s,289.289809,+40d40m54.0s,40.681665
1537,Kepler-1439,b,19h02m57.55s,285.739806,+40d58m48.1s,40.980036
1538,Kepler-144,b,18h47m39.76s,281.915678,+42d46m31.8s,42.775513
1539,Kepler-144,c,18h47m39.76s,281.915678,+42d46m31.8s,42.775513
1540,Kepler-1440,b,19h01m23.27s,285.346938,+48d18m44.1s,48.312252
1541,Kepler-1441,b,19h34m52.59s,293.719126,+43d07m28.5s,43.124590
1542,Kepler-1442,b,19h25m01.34s,291.255595,+48d50m49.1s,48.846970
1543,Kepler-1443,b,18h53m44.58s,283.435761,+47d04m00.7s,47.066855
1544,Kepler-1444,b,19h01m19.35s,285.330615,+42d02m25.6s,42.040436
1545,Kepler-1445,b,18h40m59.87s,280.249457,+43d54m54.2s,43.915066
1546,Kepler-1446,b,19h17m41.75s,289.423960,+46d43m34.2s,46.726170
1547,Kepler-1447,b,19h18m34.43s,289.643439,+50d43m37.5s,50.727089
1548,Kepler-1448,b,19h11m28.17s,287.867389,+50d35m44.1s,50.595585
1549,Kepler-1449,b,19h12m55.62s,288.231731,+50d34m04.4s,50.567886
1550,Kepler-145,b,19h25m33.06s,291.387762,+44d31m44.8s,44.529106
1551,Kepler-145,c,19h25m33.06s,291.387762,+44d31m44.8s,44.529106
1552,Kepler-1450,b,19h38m12.92s,294.553828,+45d04m53.0s,45.081390
1553,Kepler-1451,b,19h33m47.14s,293.446425,+40d24m35.6s,40.409892
1554,Kepler-1452,b,19h29m41.48s,292.422830,+38d15m58.8s,38.266328
1555,Kepler-1453,b,19h04m30.13s,286.125545,+47d56m51.4s,47.947613
1556,Kepler-1454,b,18h56m53.60s,284.223331,+48d49m54.4s,48.831772
1557,Kepler-1455,b,19h36m19.93s,294.083055,+50d30m10.0s,50.502777
1558,Kepler-1456,b,19h07m46.88s,286.945321,+43d49m22.0s,43.822773
1559,Kepler-1457,b,18h55m04.94s,283.770601,+42d01m38.1s,42.027245
1560,Kepler-1458,b,18h52m50.79s,283.211614,+41d02m17.0s,41.038063
1561,Kepler-1459,b,18h49m41.53s,282.423025,+46d00m50.5s,46.014019
1562,Kepler-146,b,19h36m26.58s,294.110756,+38d42m36.8s,38.710230
1563,Kepler-146,c,19h36m26.58s,294.110756,+38d42m36.8s,38.710230
1564,Kepler-1460,b,19h02m13.87s,285.557796,+44d00m38.8s,44.010788
1565,Kepler-1461,b,19h03m19.31s,285.830458,+43d11m54.2s,43.198395
1566,Kepler-1462,b,19h45m35.41s,296.397527,+42d23m48.9s,42.396918
1567,Kepler-1463,b,19h37m56.95s,294.487304,+42d00m24.9s,42.006920
1568,Kepler-1464,b,19h08m56.56s,287.235677,+38d45m15.0s,38.754161
1569,Kepler-1464,c,19h08m56.56s,287.235677,+38d45m15.0s,38.754161
1570,Kepler-1465,b,19h19m16.64s,289.819341,+51d54m17.5s,51.904850
1571,Kepler-1466,b,19h19m19.49s,289.831222,+44d36m35.5s,44.609863
1572,Kepler-1467,b,19h40m11.65s,295.048540,+45d20m33.7s,45.342686
1573,Kepler-1468,b,19h34m04.76s,293.519844,+41d16m38.7s,41.277405
1574,Kepler-1468,c,19h34m04.76s,293.519844,+41d16m38.7s,41.277405
1575,Kepler-1469,b,19h35m17.13s,293.821357,+39d23m28.9s,39.391350
1576,Kepler-147,b,19h11m54.18s,287.975766,+39d05m13.9s,39.087181
1577,Kepler-147,c,19h11m54.18s,287.975766,+39d05m13.9s,39.087181
1578,Kepler-1470,b,19h14m46.80s,288.695007,+39d52m59.5s,39.883191
1579,Kepler-1471,b,19h18m39.57s,289.664878,+50d01m12.2s,50.020046
1580,Kepler-1472,b,19h39m24.64s,294.852648,+49d03m26.9s,49.057472
1581,Kepler-1473,b,19h22m32.78s,290.636569,+48d59m45.9s,48.996082
1582,Kepler-1474,b,19h38m46.57s,294.694049,+45d52m00.6s,45.866837
1583,Kepler-1475,b,19h43m47.59s,295.948273,+44d45m11.2s,44.753124
1584,Kepler-1476,b,18h58m07.70s,284.532096,+43d59m23.8s,43.989956
1585,Kepler-1477,b,18h45m11.65s,281.298535,+42d41m08.7s,42.685753
1586,Kepler-1478,b,19h32m39.62s,293.165079,+41d44m46.4s,41.746235
1587,Kepler-1479,b,19h02m50.86s,285.711919,+49d42m24.0s,49.706657
1588,Kepler-148,b,19h19m08.69s,289.786216,+46d51m31.6s,46.858788
1589,Kepler-148,c,19h19m08.69s,289.786216,+46d51m31.6s,46.858788
1590,Kepler-148,d,19h19m08.69s,289.786216,+46d51m31.6s,46.858788
1591,Kepler-1480,b,19h27m59.95s,291.999771,+49d18m06.5s,49.301811
1592,Kepler-1481,b,19h17m45.35s,289.438971,+49d43m52.4s,49.731220
1593,Kepler-1482,b,19h01m15.31s,285.313805,+48d43m30.9s,48.725254
1594,Kepler-1483,b,19h41m38.35s,295.409776,+42d09m03.0s,42.150831
1595,Kepler-1484,b,19h30m44.23s,292.684285,+38d07m34.6s,38.126286
1596,Kepler-1485,b,19h52m22.90s,298.095423,+44d44m13.4s,44.737057
1597,Kepler-1486,b,19h22m21.69s,290.590382,+45d26m23.0s,45.439713
1598,Kepler-1487,b,19h41m59.55s,295.498108,+38d38m40.2s,38.644501
1599,Kepler-1488,b,19h06m35.14s,286.646417,+49d56m16.0s,49.937778
1600,Kepler-1489,b,18h45m11.00s,281.295831,+44d27m55.5s,44.465405
1601,Kepler-149,b,19h03m24.88s,285.853667,+38d23m02.8s,38.384119
1602,Kepler-149,c,19h03m24.88s,285.853667,+38d23m02.8s,38.384119
1603,Kepler-149,d,19h03m24.88s,285.853667,+38d23m02.8s,38.384119
1604,Kepler-1490,b,19h42m46.46s,295.693573,+42d36m34.2s,42.609512
1605,Kepler-1491,b,19h34m31.14s,293.629756,+45d44m26.3s,45.740651
1606,Kepler-1492,b,19h14m23.30s,288.597097,+41d02m11.1s,41.036420
1607,Kepler-1493,b,19h14m11.80s,288.549148,+38d33m54.8s,38.565232
1608,Kepler-1494,b,18h50m37.78s,282.657401,+43d09m45.1s,43.162518
1609,Kepler-1495,b,19h04m31.38s,286.130757,+38d46m46.7s,38.779631
1610,Kepler-1496,b,19h35m53.74s,293.973936,+45d21m02.5s,45.350704
1611,Kepler-1497,b,19h44m47.07s,296.196140,+45d38m03.6s,45.634331
1612,Kepler-1498,b,18h59m06.75s,284.778110,+44d55m00.4s,44.916782
1613,Kepler-1499,b,18h55m56.72s,283.986337,+41d39m01.5s,41.650406
1614,Kepler-15,b,19h44m48.14s,296.200595,+49d08m24.4s,49.140125
1615,Kepler-150,b,19h12m56.18s,288.234084,+40d31m15.3s,40.520905
1616,Kepler-150,c,19h12m56.18s,288.234084,+40d31m15.3s,40.520905
1617,Kepler-150,d,19h12m56.18s,288.234084,+40d31m15.3s,40.520905
1618,Kepler-150,e,19h12m56.18s,288.234084,+40d31m15.3s,40.520905
1619,Kepler-150,f,19h12m56.18s,288.234084,+40d31m15.3s,40.520905
1620,Kepler-1500,b,19h15m32.00s,288.883334,+39d44m40.5s,39.744572
1621,Kepler-1501,b,19h19m40.44s,289.918519,+42d00m05.2s,42.001431
1622,Kepler-1502,b,19h44m25.90s,296.107919,+39d19m11.7s,39.319913
1623,Kepler-1503,b,19h34m54.52s,293.727175,+42d48m24.3s,42.806759
1624,Kepler-1504,b,19h18m50.88s,289.711993,+50d07m41.6s,50.128212
