rowid,pl_hostname,pl_letter,ra_str,ra,dec_str,dec,con
2007,Kepler-230,c,19h02m52.45s,19.04790253333333,+48d30m21.1s,48.505859,DRA
2008,Kepler-231,b,19h35m53.60s,19.59822353333333,+50d31m54.9s,50.531914,CYG
2009,Kepler-231,c,19h35m53.60s,19.59822353333333,+50d31m54.9s,50.531914,CYG
2010,Kepler-232,b,19h43m15.88s,19.721077200000003,+51d07m18.3s,51.121742,CYG
2011,Kepler-232,c,19h43m15.88s,19.721077200000003,+51d07m18.3s,51.121742,CYG
2012,Kepler-233,b,19h45m27.97s,19.757768133333336,+51d19m10.3s,51.319523,CYG
2013,Kepler-233,c,19h45m27.97s,19.757768133333336,+51d19m10.3s,51.319523,CYG
2014,Kepler-234,b,19h26m36.84s,19.443567933333334,+38d29m40.8s,38.49465900000001,LYR
2015,Kepler-234,c,19h26m36.84s,19.443567933333334,+38d29m40.8s,38.49465900000001,LYR
2016,Kepler-235,b,19h04m18.98s,19.0719402,+39d16m41.9s,39.278313,LYR
2017,Kepler-235,c,19h04m18.98s,19.0719402,+39d16m41.9s,39.278313,LYR
2018,Kepler-235,d,19h04m18.98s,19.0719402,+39d16m41.9s,39.278313,LYR
2019,Kepler-235,e,19h04m18.98s,19.0719402,+39d16m41.9s,39.278313,LYR
2020,Kepler-236,b,18h55m27.93s,18.924425199999998,+39d53m53.1s,39.898092,LYR
2021,Kepler-236,c,18h55m27.93s,18.924425199999998,+39d53m53.1s,39.898092,LYR
2022,Kepler-237,b,18h52m53.13s,18.8814258,+40d25m18.6s,40.421834000000004,LYR
2023,Kepler-237,c,18h52m53.13s,18.8814258,+40d25m18.6s,40.421834000000004,LYR
2024,Kepler-238,b,19h11m35.31s,19.193140866666667,+40d38m16.1s,40.637815,LYR
2025,Kepler-238,c,19h11m35.31s,19.193140866666667,+40d38m16.1s,40.637815,LYR
2026,Kepler-238,d,19h11m35.31s,19.193140866666667,+40d38m16.1s,40.637815,LYR
2027,Kepler-238,e,19h11m35.31s,19.193140866666667,+40d38m16.1s,40.637815,LYR
2028,Kepler-238,f,19h11m35.31s,19.193140866666667,+40d38m16.1s,40.637815,LYR
2029,Kepler-239,b,19h36m48.51s,19.6134758,+40d39m48.3s,40.663406,CYG
2030,Kepler-239,c,19h36m48.51s,19.6134758,+40d39m48.3s,40.663406,CYG
2031,Kepler-24,b,19h21m39.18s,19.360884466666672,+38d20m37.5s,38.343754,LYR
2032,Kepler-24,c,19h21m39.18s,19.360884466666672,+38d20m37.5s,38.343754,LYR
2033,Kepler-24,d,19h21m39.18s,19.360884466666672,+38d20m37.5s,38.343754,LYR
2034,Kepler-24,e,19h21m39.18s,19.360884466666672,+38d20m37.5s,38.343754,LYR
2035,Kepler-240,b,19h24m38.11s,19.41058493333333,+40d45m00.9s,40.750263000000004,LYR
2036,Kepler-240,c,19h24m38.11s,19.41058493333333,+40d45m00.9s,40.750263000000004,LYR
2037,Kepler-241,b,19h31m39.15s,19.527541199999998,+41d03m39.3s,41.060921,CYG
2038,Kepler-241,c,19h31m39.15s,19.527541199999998,+41d03m39.3s,41.060921,CYG
2039,Kepler-242,b,19h06m15.77s,19.104379666666667,+41d48m30.3s,41.80840300000001,LYR
2040,Kepler-242,c,19h06m15.77s,19.104379666666667,+41d48m30.3s,41.80840300000001,LYR
2041,Kepler-243,b,19h00m26.51s,19.007364666666668,+42d02m02.2s,42.033958,LYR
2042,Kepler-243,c,19h00m26.51s,19.007364666666668,+42d02m02.2s,42.033958,LYR
2043,Kepler-244,b,19h08m58.24s,19.149512,+42d18m04.9s,42.301369,LYR
2044,Kepler-244,c,19h08m58.24s,19.149512,+42d18m04.9s,42.301369,LYR
2045,Kepler-244,d,19h08m58.24s,19.149512,+42d18m04.9s,42.301369,LYR
2046,Kepler-245,b,19h26m33.35s,19.442597666666664,+42d26m10.7s,42.436316999999995,LYR
2047,Kepler-245,c,19h26m33.35s,19.442597666666664,+42d26m10.7s,42.436316999999995,LYR
2048,Kepler-245,d,19h26m33.35s,19.442597666666664,+42d26m10.7s,42.436316999999995,LYR
2049,Kepler-245,e,19h26m33.35s,19.442597666666664,+42d26m10.7s,42.436316999999995,LYR
2050,Kepler-246,b,19h45m56.02s,19.7655618,+42d39m48.3s,42.663429,CYG
2051,Kepler-246,c,19h45m56.02s,19.7655618,+42d39m48.3s,42.663429,CYG
2052,Kepler-247,b,19h14m34.21s,19.2428354,+43d02m21.4s,43.039291,LYR
2053,Kepler-247,c,19h14m34.21s,19.2428354,+43d02m21.4s,43.039291,LYR
2054,Kepler-247,d,19h14m34.21s,19.2428354,+43d02m21.4s,43.039291,LYR
2055,Kepler-248,b,19h32m14.73s,19.5374256,+43d34m52.9s,43.581356,CYG
2056,Kepler-248,c,19h32m14.73s,19.5374256,+43d34m52.9s,43.581356,CYG
2057,Kepler-249,b,19h47m56.42s,19.799004533333328,+43d39m30.7s,43.658524,CYG
2058,Kepler-249,c,19h47m56.42s,19.799004533333328,+43d39m30.7s,43.658524,CYG
2059,Kepler-249,d,19h47m56.42s,19.799004533333328,+43d39m30.7s,43.658524,CYG
2060,Kepler-25,b,19h06m33.21s,19.1092262,+39d29m16.4s,39.487894,LYR
2061,Kepler-25,c,19h06m33.21s,19.1092262,+39d29m16.4s,39.487894,LYR
2062,Kepler-25,d,19h06m33.21s,19.1092262,+39d29m16.4s,39.487894,LYR
2063,Kepler-250,b,19h18m22.74s,19.306317666666665,+44d08m31.0s,44.141953,CYG
2064,Kepler-250,c,19h18m22.74s,19.306317666666665,+44d08m31.0s,44.141953,CYG
2065,Kepler-250,d,19h18m22.74s,19.306317666666665,+44d08m31.0s,44.141953,CYG
2066,Kepler-251,b,19h46m15.90s,19.771082466666666,+44d06m21.1s,44.105865,CYG
2067,Kepler-251,c,19h46m15.90s,19.771082466666666,+44d06m21.1s,44.105865,CYG
2068,Kepler-251,d,19h46m15.90s,19.771082466666666,+44d06m21.1s,44.105865,CYG
2069,Kepler-251,e,19h46m15.90s,19.771082466666666,+44d06m21.1s,44.105865,CYG
2070,Kepler-252,b,19h42m19.04s,19.705289666666676,+44d32m45.5s,44.545963,CYG
2071,Kepler-252,c,19h42m19.04s,19.705289666666676,+44d32m45.5s,44.545963,CYG
2072,Kepler-253,b,19h27m22.08s,19.4561328,+44d51m29.1s,44.858089,CYG
2073,Kepler-253,c,19h27m22.08s,19.4561328,+44d51m29.1s,44.858089,CYG
2074,Kepler-253,d,19h27m22.08s,19.4561328,+44d51m29.1s,44.858089,CYG
2075,Kepler-254,b,19h12m39.53s,19.210980066666664,+45d48m59.4s,45.816503999999995,LYR
2076,Kepler-254,c,19h12m39.53s,19.210980066666664,+45d48m59.4s,45.816503999999995,LYR
2077,Kepler-254,d,19h12m39.53s,19.210980066666664,+45d48m59.4s,45.816503999999995,LYR
2078,Kepler-255,b,19h44m15.42s,19.737615533333333,+45d58m36.6s,45.976841,CYG
2079,Kepler-255,c,19h44m15.42s,19.737615533333333,+45d58m36.6s,45.976841,CYG
2080,Kepler-255,d,19h44m15.42s,19.737615533333333,+45d58m36.6s,45.976841,CYG
2081,Kepler-256,b,19h30m19.31s,19.505363,+46d05m50.6s,46.097389,CYG
2082,Kepler-256,c,19h30m19.31s,19.505363,+46d05m50.6s,46.097389,CYG
2083,Kepler-256,d,19h30m19.31s,19.505363,+46d05m50.6s,46.097389,CYG
2084,Kepler-256,e,19h30m19.31s,19.505363,+46d05m50.6s,46.097389,CYG
2085,Kepler-257,b,19h49m15.84s,19.821066266666666,+46d01m23.8s,46.023269,CYG
2086,Kepler-257,c,19h49m15.84s,19.821066266666666,+46d01m23.8s,46.023269,CYG
2087,Kepler-257,d,19h49m15.84s,19.821066266666666,+46d01m23.8s,46.023269,CYG
2088,Kepler-258,b,19h36m16.44s,19.604566,+46d34m45.6s,46.57933,CYG
2089,Kepler-258,c,19h36m16.44s,19.604566,+46d34m45.6s,46.57933,CYG
2090,Kepler-259,b,19h12m50.86s,19.2141286,+46d36m54.0s,46.615005,LYR
2091,Kepler-259,c,19h12m50.86s,19.2141286,+46d36m54.0s,46.615005,LYR
2092,Kepler-26,b,18h59m45.84s,18.996066466666672,+46d33m59.5s,46.56654,LYR
2093,Kepler-26,c,18h59m45.84s,18.996066466666672,+46d33m59.5s,46.56654,LYR
2094,Kepler-26,d,18h59m45.84s,18.996066466666672,+46d33m59.5s,46.56654,LYR
2095,Kepler-26,e,18h59m45.84s,18.996066466666672,+46d33m59.5s,46.56654,LYR
2096,Kepler-260,b,19h27m42.23s,19.461731466666667,+38d00m50.8s,38.014122,LYR
2097,Kepler-260,c,19h27m42.23s,19.461731466666667,+38d00m50.8s,38.014122,LYR
2098,Kepler-261,b,19h25m27.55s,19.4243182,+37d36m33.1s,37.609184,LYR
2099,Kepler-261,c,19h25m27.55s,19.4243182,+37d36m33.1s,37.609184,LYR
2100,Kepler-262,b,19h22m54.88s,19.381911666666667,+37d15m09.5s,37.252649,LYR
2101,Kepler-262,c,19h22m54.88s,19.381911666666667,+37d15m09.5s,37.252649,LYR
2102,Kepler-263,b,19h29m52.74s,19.497984133333333,+37d34m04.1s,37.567794,CYG
2103,Kepler-263,c,19h29m52.74s,19.497984133333333,+37d34m04.1s,37.567794,CYG
2104,Kepler-264,b,19h28m10.71s,19.469641,+37d22m34.5s,37.376246,LYR
2105,Kepler-264,c,19h28m10.71s,19.469641,+37d22m34.5s,37.376246,LYR
2106,Kepler-265,b,19h22m02.51s,19.3673652,+41d14m41.4s,41.244820000000004,LYR
2107,Kepler-265,c,19h22m02.51s,19.3673652,+41d14m41.4s,41.244820000000004,LYR
2108,Kepler-265,d,19h22m02.51s,19.3673652,+41d14m41.4s,41.244820000000004,LYR
2109,Kepler-265,e,19h22m02.51s,19.3673652,+41d14m41.4s,41.244820000000004,LYR
2110,Kepler-266,b,19h37m56.25s,19.632291866666666,+44d10m00.9s,44.166916,CYG
2111,Kepler-266,c,19h37m56.25s,19.632291866666666,+44d10m00.9s,44.166916,CYG
2112,Kepler-267,b,19h59m19.29s,19.988692466666674,+47d09m26.9s,47.157461,CYG
2113,Kepler-267,c,19h59m19.29s,19.988692466666674,+47d09m26.9s,47.157461,CYG
2114,Kepler-267,d,19h59m19.29s,19.988692466666674,+47d09m26.9s,47.157461,CYG
2115,Kepler-268,b,19h27m54.28s,19.465078333333327,+38d03m18.3s,38.055075,LYR
2116,Kepler-268,c,19h27m54.28s,19.465078333333327,+38d03m18.3s,38.055075,LYR
2117,Kepler-269,b,19h20m51.64s,19.347678066666667,+41d46m33.5s,41.775967,LYR
2118,Kepler-269,c,19h20m51.64s,19.347678066666667,+41d46m33.5s,41.775967,LYR
2119,Kepler-27,b,19h28m56.82s,19.482451266666665,+41d05m09.2s,41.085876,CYG
2120,Kepler-27,c,19h28m56.82s,19.482451266666665,+41d05m09.2s,41.085876,CYG
2121,Kepler-270,b,18h48m48.02s,18.81334,+44d25m20.3s,44.422302,LYR
2122,Kepler-270,c,18h48m48.02s,18.81334,+44d25m20.3s,44.422302,LYR
2123,Kepler-271,b,18h52m00.72s,18.866865333333333,+44d17m03.2s,44.284233,LYR
2124,Kepler-271,c,18h52m00.72s,18.866865333333333,+44d17m03.2s,44.284233,LYR
2125,Kepler-271,d,18h52m00.72s,18.866865333333333,+44d17m03.2s,44.284233,LYR
2126,Kepler-272,b,19h56m30.61s,19.94183493333333,+47d35m37.8s,47.59383,CYG
2127,Kepler-272,c,19h56m30.61s,19.94183493333333,+47d35m37.8s,47.59383,CYG
2128,Kepler-272,d,19h56m30.61s,19.94183493333333,+47d35m37.8s,47.59383,CYG
2129,Kepler-273,b,19h25m12.53s,19.420147266666667,+47d41m51.9s,47.697758,CYG
2130,Kepler-273,c,19h25m12.53s,19.420147266666667,+47d41m51.9s,47.697758,CYG
2131,Kepler-274,b,19h31m41.47s,19.52818493333333,+38d28m38.2s,38.477274,CYG
2132,Kepler-274,c,19h31m41.47s,19.52818493333333,+38d28m38.2s,38.477274,CYG
2133,Kepler-275,b,19h29m55.13s,19.498647533333333,+38d30m53.7s,38.514927,CYG
2134,Kepler-275,c,19h29m55.13s,19.498647533333333,+38d30m53.7s,38.514927,CYG
2135,Kepler-275,d,19h29m55.13s,19.498647533333333,+38d30m53.7s,38.514927,CYG
2136,Kepler-276,b,19h34m16.36s,19.57121,+39d02m10.8s,39.036326,CYG
2137,Kepler-276,c,19h34m16.36s,19.57121,+39d02m10.8s,39.036326,CYG
2138,Kepler-276,d,19h34m16.36s,19.57121,+39d02m10.8s,39.036326,CYG
2139,Kepler-277,b,19h06m19.96s,19.105545000000006,+39d04m38.0s,39.077209,LYR
2140,Kepler-277,c,19h06m19.96s,19.105545000000006,+39d04m38.0s,39.077209,LYR
2141,Kepler-278,b,19h20m25.73s,19.340479533333333,+38d42m08.0s,38.702234999999995,LYR
2142,Kepler-278,c,19h20m25.73s,19.340479533333333,+38d42m08.0s,38.702234999999995,LYR
2143,Kepler-279,b,19h09m33.89s,19.159414933333334,+42d11m41.4s,42.194835999999995,LYR
2144,Kepler-279,c,19h09m33.89s,19.159414933333334,+42d11m41.4s,42.194835999999995,LYR
2145,Kepler-279,d,19h09m33.89s,19.159414933333334,+42d11m41.4s,42.194835999999995,LYR
2146,Kepler-28,b,19h28m32.89s,19.475801933333333,+42d25m45.9s,42.42942,CYG
2147,Kepler-28,c,19h28m32.89s,19.475801933333333,+42d25m45.9s,42.42942,CYG
2148,Kepler-280,b,19h25m33.72s,19.426034,+42d10m50.1s,42.180588,LYR
2149,Kepler-280,c,19h25m33.72s,19.426034,+42d10m50.1s,42.180588,LYR
2150,Kepler-281,b,19h36m25.97s,19.607212733333334,+44d46m14.5s,44.770699,CYG
2151,Kepler-281,c,19h36m25.97s,19.607212733333334,+44d46m14.5s,44.770699,CYG
2152,Kepler-282,b,18h58m42.55s,18.978485133333333,+44d47m51.7s,44.797684000000004,LYR
2153,Kepler-282,c,18h58m42.55s,18.978485133333333,+44d47m51.7s,44.797684000000004,LYR
2154,Kepler-282,d,18h58m42.55s,18.978485133333333,+44d47m51.7s,44.797684000000004,LYR
2155,Kepler-282,e,18h58m42.55s,18.978485133333333,+44d47m51.7s,44.797684000000004,LYR
2156,Kepler-283,b,19h34m27.29s,19.5742484,+47d50m20.4s,47.838998,CYG
2157,Kepler-283,c,19h34m27.29s,19.5742484,+47d50m20.4s,47.838998,CYG
2158,Kepler-284,b,19h32m35.16s,19.543099400000006,+47d43m46.7s,47.729649,CYG
2159,Kepler-284,c,19h32m35.16s,19.543099400000006,+47d43m46.7s,47.729649,CYG
2160,Kepler-285,b,19h25m33.82s,19.42606033333333,+48d03m56.2s,48.065609,CYG
2161,Kepler-285,c,19h25m33.82s,19.42606033333333,+48d03m56.2s,48.065609,CYG
2162,Kepler-286,b,19h22m42.27s,19.378409666666666,+48d17m39.4s,48.294289,CYG
2163,Kepler-286,c,19h22m42.27s,19.378409666666666,+48d17m39.4s,48.294289,CYG
2164,Kepler-286,d,19h22m42.27s,19.378409666666666,+48d17m39.4s,48.294289,CYG
2165,Kepler-286,e,19h22m42.27s,19.378409666666666,+48d17m39.4s,48.294289,CYG
2166,Kepler-287,b,19h23m42.59s,19.395163866666667,+48d26m36.8s,48.44355,CYG
2167,Kepler-287,c,19h23m42.59s,19.395163866666667,+48d26m36.8s,48.44355,CYG
2168,Kepler-288,b,19h15m39.94s,19.261095066666666,+39d35m41.0s,39.594716999999996,LYR
2169,Kepler-288,c,19h15m39.94s,19.261095066666666,+39d35m41.0s,39.594716999999996,LYR
2170,Kepler-288,d,19h15m39.94s,19.261095066666666,+39d35m41.0s,39.594716999999996,LYR
2171,Kepler-289,b,19h49m51.68s,19.831022933333333,+42d52m58.3s,42.88285,CYG
2172,Kepler-289,c,19h49m51.68s,19.831022933333333,+42d52m58.3s,42.88285,CYG
2173,Kepler-289,d,19h49m51.68s,19.831022933333333,+42d52m58.3s,42.88285,CYG
2174,Kepler-29,b,19h53m23.60s,19.889888266666674,+47d29m28.4s,47.491226,CYG
2175,Kepler-29,c,19h53m23.60s,19.889888266666674,+47d29m28.4s,47.491226,CYG
2176,Kepler-290,b,19h05m38.40s,19.093998933333328,+42d40m53.6s,42.681553,LYR
2177,Kepler-290,c,19h05m38.40s,19.093998933333328,+42d40m53.6s,42.681553,LYR
2178,Kepler-291,b,19h11m39.93s,19.194423800000006,+42d26m14.3s,42.437302,LYR
2179,Kepler-291,c,19h11m39.93s,19.194423800000006,+42d26m14.3s,42.437302,LYR
2180,Kepler-292,b,19h43m03.87s,19.717743,+42d25m27.4s,42.424288,CYG
2181,Kepler-292,c,19h43m03.87s,19.717743,+42d25m27.4s,42.424288,CYG
2182,Kepler-292,d,19h43m03.87s,19.717743,+42d25m27.4s,42.424288,CYG
2183,Kepler-292,e,19h43m03.87s,19.717743,+42d25m27.4s,42.424288,CYG
2184,Kepler-292,f,19h43m03.87s,19.717743,+42d25m27.4s,42.424288,CYG
2185,Kepler-293,b,19h05m25.93s,19.090537133333328,+42d24m23.4s,42.406509,LYR
2186,Kepler-293,c,19h05m25.93s,19.090537133333328,+42d24m23.4s,42.406509,LYR
2187,Kepler-294,b,19h09m34.08s,19.159467266666667,+46d03m33.5s,46.059312,LYR
2188,Kepler-294,c,19h09m34.08s,19.159467266666667,+46d03m33.5s,46.059312,LYR
2189,Kepler-295,b,19h01m23.00s,19.0230562,+45d22m04.0s,45.367785999999995,LYR
2190,Kepler-295,c,19h01m23.00s,19.0230562,+45d22m04.0s,45.367785999999995,LYR
2191,Kepler-295,d,19h01m23.00s,19.0230562,+45d22m04.0s,45.367785999999995,LYR
2192,Kepler-296,b,19h06m09.60s,19.1026672,+49d26m14.4s,49.437326,DRA
2193,Kepler-296,c,19h06m09.60s,19.1026672,+49d26m14.4s,49.437326,DRA
2194,Kepler-296,d,19h06m09.60s,19.1026672,+49d26m14.4s,49.437326,DRA
2195,Kepler-296,e,19h06m09.60s,19.1026672,+49d26m14.4s,49.437326,DRA
2196,Kepler-296,f,19h06m09.60s,19.1026672,+49d26m14.4s,49.437326,DRA
2197,Kepler-297,b,18h52m50.20s,18.880610600000004,+48d46m39.5s,48.777645,DRA
2198,Kepler-297,c,18h52m50.20s,18.880610600000004,+48d46m39.5s,48.777645,DRA
2199,Kepler-298,b,18h52m09.55s,18.869319466666663,+48d49m31.3s,48.82535900000001,DRA
2200,Kepler-298,c,18h52m09.55s,18.869319466666663,+48d49m31.3s,48.82535900000001,DRA
2201,Kepler-298,d,18h52m09.55s,18.869319466666663,+48d49m31.3s,48.82535900000001,DRA
2202,Kepler-299,b,18h52m49.67s,18.880464266666667,+48d34m49.8s,48.580502,DRA
2203,Kepler-299,c,18h52m49.67s,18.880464266666667,+48d34m49.8s,48.580502,DRA
2204,Kepler-299,d,18h52m49.67s,18.880464266666667,+48d34m49.8s,48.580502,DRA
2205,Kepler-299,e,18h52m49.67s,18.880464266666667,+48d34m49.8s,48.580502,DRA
2206,Kepler-30,b,19h01m08.07s,19.018909066666666,+38d56m50.2s,38.947281,LYR
2207,Kepler-30,c,19h01m08.07s,19.018909066666666,+38d56m50.2s,38.947281,LYR
2208,Kepler-30,d,19h01m08.07s,19.018909066666666,+38d56m50.2s,38.947281,LYR
2209,Kepler-300,b,19h41m09.29s,19.685912933333334,+48d35m59.0s,48.59972,CYG
2210,Kepler-300,c,19h41m09.29s,19.685912933333334,+48d35m59.0s,48.59972,CYG
2211,Kepler-301,b,18h55m55.91s,18.932197866666673,+49d13m58.8s,49.23299,DRA
2212,Kepler-301,c,18h55m55.91s,18.932197866666673,+49d13m58.8s,49.23299,DRA
2213,Kepler-301,d,18h55m55.91s,18.932197866666673,+49d13m58.8s,49.23299,DRA
2214,Kepler-302,b,19h37m16.08s,19.62113233333333,+43d37m45.6s,43.629345,CYG
2215,Kepler-302,c,19h37m16.08s,19.62113233333333,+43d37m45.6s,43.629345,CYG
2216,Kepler-303,b,18h52m32.51s,18.875697666666667,+43d39m25.4s,43.657055,LYR
2217,Kepler-303,c,18h52m32.51s,18.875697666666667,+43d39m25.4s,43.657055,LYR
2218,Kepler-304,b,19h37m46.02s,19.629450866666666,+40d33m27.3s,40.557587,CYG
2219,Kepler-304,c,19h37m46.02s,19.629450866666666,+40d33m27.3s,40.557587,CYG
2220,Kepler-304,d,19h37m46.02s,19.629450866666666,+40d33m27.3s,40.557587,CYG
2221,Kepler-304,e,19h37m46.02s,19.629450866666666,+40d33m27.3s,40.557587,CYG
2222,Kepler-305,b,19h56m53.83s,19.948287399999998,+40d20m35.5s,40.343182,CYG
2223,Kepler-305,c,19h56m53.83s,19.948287399999998,+40d20m35.5s,40.343182,CYG
2224,Kepler-305,d,19h56m53.83s,19.948287399999998,+40d20m35.5s,40.343182,CYG
2225,Kepler-306,b,19h14m09.28s,19.235911400000006,+40d36m58.1s,40.61614,LYR
2226,Kepler-306,c,19h14m09.28s,19.235911400000006,+40d36m58.1s,40.61614,LYR
2227,Kepler-306,d,19h14m09.28s,19.235911400000006,+40d36m58.1s,40.61614,LYR
2228,Kepler-306,e,19h14m09.28s,19.235911400000006,+40d36m58.1s,40.61614,LYR
2229,Kepler-307,b,19h51m10.83s,19.8530088,+40d25m03.7s,40.417703,CYG
2230,Kepler-307,c,19h51m10.83s,19.8530088,+40d25m03.7s,40.417703,CYG
2231,Kepler-308,b,19h43m08.44s,19.719010266666665,+40d26m22.4s,40.43955,CYG
2232,Kepler-308,c,19h43m08.44s,19.719010266666665,+40d26m22.4s,40.43955,CYG
2233,Kepler-309,b,19h50m02.36s,19.833990066666665,+46d57m40.6s,46.961281,CYG
2234,Kepler-309,c,19h50m02.36s,19.833990066666665,+46d57m40.6s,46.961281,CYG
2235,Kepler-31,b,19h36m05.52s,19.601534266666665,+45d51m11.1s,45.853081,CYG
2236,Kepler-31,c,19h36m05.52s,19.601534266666665,+45d51m11.1s,45.853081,CYG
2237,Kepler-31,d,19h36m05.52s,19.601534266666665,+45d51m11.1s,45.853081,CYG
2238,Kepler-310,b,19h15m21.45s,19.255957533333333,+46d59m12.3s,46.986744,CYG
2239,Kepler-310,c,19h15m21.45s,19.255957533333333,+46d59m12.3s,46.986744,CYG
2240,Kepler-310,d,19h15m21.45s,19.255957533333333,+46d59m12.3s,46.986744,CYG
2241,Kepler-311,b,18h48m14.71s,18.804085999999998,+47d05m07.8s,47.085491,LYR
2242,Kepler-311,c,18h48m14.71s,18.804085999999998,+47d05m07.8s,47.085491,LYR
2243,Kepler-312,b,19h53m34.99s,19.893051466666673,+42d27m35.1s,42.459756,CYG
2244,Kepler-312,c,19h53m34.99s,19.893051466666673,+42d27m35.1s,42.459756,CYG
2245,Kepler-313,b,19h53m10.78s,19.886329,+48d46m31.7s,48.77545900000001,CYG
2246,Kepler-313,c,19h53m10.78s,19.886329,+48d46m31.7s,48.77545900000001,CYG
2247,Kepler-314,b,19h38m41.79s,19.644940933333334,+42d04m32.1s,42.075588,CYG
2248,Kepler-314,c,19h38m41.79s,19.644940933333334,+42d04m32.1s,42.075588,CYG
2249,Kepler-315,b,19h52m05.54s,19.868206933333333,+43d21m48.7s,43.363521999999996,CYG
2250,Kepler-315,c,19h52m05.54s,19.868206933333333,+43d21m48.7s,43.363521999999996,CYG
2251,Kepler-316,b,19h23m18.25s,19.388401533333333,+44d11m02.8s,44.184109,CYG
2252,Kepler-316,c,19h23m18.25s,19.388401533333333,+44d11m02.8s,44.184109,CYG
2253,Kepler-317,b,19h39m46.53s,19.662925666666666,+39d01m55.4s,39.032061999999996,CYG
2254,Kepler-317,c,19h39m46.53s,19.662925666666666,+39d01m55.4s,39.032061999999996,CYG
2255,Kepler-318,b,19h53m55.88s,19.8988552,+46d47m37.0s,46.793617,CYG
2256,Kepler-318,c,19h53m55.88s,19.8988552,+46d47m37.0s,46.793617,CYG
2257,Kepler-319,b,19h15m14.87s,19.254129533333334,+39d46m14.4s,39.77065800000001,LYR
2258,Kepler-319,c,19h15m14.87s,19.254129533333334,+39d46m14.4s,39.77065800000001,LYR
2259,Kepler-319,d,19h15m14.87s,19.254129533333334,+39d46m14.4s,39.77065800000001,LYR
2260,Kepler-32,b,19h51m22.18s,19.856159866666665,+46d34m27.4s,46.574281,CYG
2261,Kepler-32,c,19h51m22.18s,19.856159866666665,+46d34m27.4s,46.574281,CYG
2262,Kepler-32,d,19h51m22.18s,19.856159866666665,+46d34m27.4s,46.574281,CYG
2263,Kepler-32,e,19h51m22.18s,19.856159866666665,+46d34m27.4s,46.574281,CYG
2264,Kepler-32,f,19h51m22.18s,19.856159866666665,+46d34m27.4s,46.574281,CYG
2265,Kepler-320,b,19h32m51.25s,19.547569866666667,+46d10m30.5s,46.175125,CYG
2266,Kepler-320,c,19h32m51.25s,19.547569866666667,+46d10m30.5s,46.175125,CYG
2267,Kepler-321,b,19h37m48.88s,19.630244933333334,+44d08m44.7s,44.145756,CYG
2268,Kepler-321,c,19h37m48.88s,19.630244933333334,+44d08m44.7s,44.145756,CYG
2269,Kepler-322,b,18h45m23.72s,18.756588266666668,+44d17m42.9s,44.295242,LYR
2270,Kepler-322,c,18h45m23.72s,18.756588266666668,+44d17m42.9s,44.295242,LYR
2271,Kepler-323,b,19h25m31.74s,19.425482666666664,+38d07m38.9s,38.127472999999995,LYR
2272,Kepler-323,c,19h25m31.74s,19.425482666666664,+38d07m38.9s,38.127472999999995,LYR
2273,Kepler-324,b,19h05m53.15s,19.0980982,+49d38m56.5s,49.64902100000001,DRA
2274,Kepler-324,c,19h05m53.15s,19.0980982,+49d38m56.5s,49.64902100000001,DRA
2275,Kepler-325,b,19h19m20.50s,19.322362266666666,+49d49m32.3s,49.825626,CYG
2276,Kepler-325,c,19h19m20.50s,19.322362266666666,+49d49m32.3s,49.825626,CYG
2277,Kepler-325,d,19h19m20.50s,19.322362266666666,+49d49m32.3s,49.825626,CYG
2278,Kepler-326,b,19h37m18.13s,19.621703066666665,+46d00m08.1s,46.002254,CYG
2279,Kepler-326,c,19h37m18.13s,19.621703066666665,+46d00m08.1s,46.002254,CYG
2280,Kepler-326,d,19h37m18.13s,19.621703066666665,+46d00m08.1s,46.002254,CYG
2281,Kepler-327,b,19h30m34.17s,19.509491466666667,+44d05m15.6s,44.087672999999995,CYG
2282,Kepler-327,c,19h30m34.17s,19.509491466666667,+44d05m15.6s,44.087672999999995,CYG
2283,Kepler-327,d,19h30m34.17s,19.509491466666667,+44d05m15.6s,44.087672999999995,CYG
2284,Kepler-328,b,19h43m14.23s,19.720619266666674,+40d00m30.6s,40.00850300000001,CYG
2285,Kepler-328,c,19h43m14.23s,19.720619266666674,+40d00m30.6s,40.00850300000001,CYG
2286,Kepler-329,b,19h57m04.33s,19.9512028,+45d13m38.7s,45.227428,CYG
2287,Kepler-329,c,19h57m04.33s,19.9512028,+45d13m38.7s,45.227428,CYG
2288,Kepler-33,b,19h16m18.61s,19.271836533333328,+46d00m18.8s,46.005221999999996,CYG
2289,Kepler-33,c,19h16m18.61s,19.271836533333328,+46d00m18.8s,46.005221999999996,CYG
2290,Kepler-33,d,19h16m18.61s,19.271836533333328,+46d00m18.8s,46.005221999999996,CYG
2291,Kepler-33,e,19h16m18.61s,19.271836533333328,+46d00m18.8s,46.005221999999996,CYG
2292,Kepler-33,f,19h16m18.61s,19.271836533333328,+46d00m18.8s,46.005221999999996,CYG
2293,Kepler-330,b,19h13m47.37s,19.229825,+44d48m06.1s,44.801685,CYG+LYR
2294,Kepler-330,c,19h13m47.37s,19.229825,+44d48m06.1s,44.801685,CYG+LYR
2295,Kepler-331,b,19h27m20.24s,19.455621866666664,+39d18m26.5s,39.307358,LYR
2296,Kepler-331,c,19h27m20.24s,19.455621866666664,+39d18m26.5s,39.307358,LYR
